,account_id,account_id_check,tweet_id,account_username,account_name,tweet_text,tweet_created_at,tweet_language,retweet_count,reply_count,like_count,quote_count,profile_image_url,is_reclaimable
25,163411168,163411168,1534644490354540544,DJRBootOlazabal,David Boot-Olazabal 🇺🇦,"RT @IanRicksecker: “Putin Pledged to De-Nazify Ukraine, Which is Led by a Non-Nazi Jewish President”

Why? And what does he mean?

To answe…",2022-06-08 21:12:13+00:00,en,50,0,0,0,https://pbs.twimg.com/profile_images/849344264425410561/zaKiZHnK_normal.jpg,True
26,1496751532301340673,1496751532301340673,1534644039454183426,RiMospan,Маri Mospan,"RT @TimothyDSnyder: ""Some observers of the Russo-Ukrainian war seem to think that its greatest danger is that Ukraine will win, or win too…",2022-06-08 21:10:25+00:00,en,1513,0,0,0,https://pbs.twimg.com/profile_images/1497575547441983488/_FQlMUXG_normal.jpg,True
27,1193390858,1193390858,1534643635652038656,Acalaonfire,Fudō Myōō 🇺🇦,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 21:08:49+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/717988790531334144/tyXjI7SH_normal.jpg,True
28,1451125583522500614,1451125583522500614,1534642273413111808,GianniFarlocchi,Gianni Farlocchi,"RT @kemal_115: I don't like predicting anything in the Russo-Ukrainian war, but I feel like Ukraine may recapture Snake Island, or at the v…",2022-06-08 21:03:24+00:00,en,85,0,0,0,https://pbs.twimg.com/profile_images/1451137732177272832/SIP3ydHg_normal.jpg,True
29,98703195,98703195,1534637421043646464,bgspence,bob spence,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 20:44:08+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1504218700299132928/TIdox-W1_normal.jpg,True
30,1531772628595507200,1531772628595507200,1534636177936248832,CatherineKris1,Catherine,"@BitcoinMagazine @AlexPot39419621 @bitcoinoptech @BtcpayServer The Russo-Ukrainian war has affected the entire investment field, and although I don’t understand Bitcoin, the current form is not suitable for long-term investment.",2022-06-08 20:39:11+00:00,en,0,0,0,0,https://pbs.twimg.com/profile_images/1531772785567350784/6siAy1pG_normal.jpg,True
31,1487072185114152964,1487072185114152964,1534635991775977474,DonRobe22418909,Don Roberts,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 20:38:27+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1496983500423053312/OiDEqo6t_normal.jpg,True
32,1377799421321183233,1377799421321183233,1534635773034643457,RcVanderspek,Rc Vanderspek,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 20:37:35+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1519419082617020419/Oe5kwUdc_normal.jpg,True
33,281532180,281532180,1534635093456740353,davidisaksen,David Isaksen,RT @kot_eskimos: @suominen_maria @visegrad24 Finnish war of 1940 lasted 104 days. Russo-Ukrainian war of 2022 lasts already 105 days,2022-06-08 20:34:53+00:00,en,1,0,0,0,https://pbs.twimg.com/profile_images/1317349304948936704/tEPYxB_4_normal.jpg,True
34,11709192,11709192,1534634448196714497,tellakvere,TELLAKVERE,RT @EurAlmanac: Central and Eastern Europe’s emerging relations with India in the context of the Russo-Ukrainian War https://t.co/R1ZZ2JwAx…,2022-06-08 20:32:19+00:00,en,2,0,0,0,https://pbs.twimg.com/profile_images/1125711317065699330/ewOFObGK_normal.jpg,True
35,385143966,385143966,1534629117131468800,WilmaVanSant,Wilma Van Sant,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 20:11:08+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1121763223743676421/12jCVGcZ_normal.jpg,True
36,348480883,348480883,1534626380482240518,CatoFP,Cato Foreign Policy,"""Americans increasingly wonder where US involvement in the Russo-Ukrainian war is heading. Although this nation is not officially in the fight, it is a belligerent in all but name."" -- @Doug_Bandow #CatoFP https://t.co/LKTJnE9x6y https://t.co/VdnXmkIABD",2022-06-08 20:00:15+00:00,en,4,0,3,0,https://pbs.twimg.com/profile_images/704426488066662402/hpvIRJdE_normal.jpg,True
37,1159490999896420352,1159490999896420352,1534625990613270529,IntelArrow,Arrow Intel,"RT @IntelArrow: After several months of looking at public Russo-Ukrainian war maps, I decided to make my own!

My aim is to create an unbia…",2022-06-08 19:58:42+00:00,en,4,0,0,0,https://pbs.twimg.com/profile_images/1488662060825296903/9_D85V_y_normal.jpg,True
38,1519152790580301824,1519152790580301824,1534624599630958592,JDPeace22,JD Peace 🕊✝️,RT @emeriticus: This is the single dumbest thing that has been written about the Russo-Ukrainian War and of course it was published in Nati…,2022-06-08 19:53:11+00:00,en,123,0,0,0,https://pbs.twimg.com/profile_images/1519169457993617409/RDYevHfg_normal.jpg,True
39,2354533850,2354533850,1534623292044333058,kot_eskimos,chub,@suominen_maria @visegrad24 Finnish war of 1940 lasted 104 days. Russo-Ukrainian war of 2022 lasts already 105 days,2022-06-08 19:47:59+00:00,en,1,3,21,0,https://pbs.twimg.com/profile_images/1502021425082814467/MIt8FnZw_normal.jpg,True
40,785612837464834048,785612837464834048,1534623268103024640,rlgordon18_ruth,Ruth 🇺🇸❤️,RT @emeriticus: This is the single dumbest thing that has been written about the Russo-Ukrainian War and of course it was published in Nati…,2022-06-08 19:47:53+00:00,en,123,0,0,0,https://pbs.twimg.com/profile_images/801170238129590272/H_8EcefI_normal.jpg,True
41,3230917482,3230917482,1534623078633848837,HamiltonJamesE,James E Hamilton,RT @EuromaidanPress: DAILY REVIEW: Ukraine puts up a fight in Sievierodonetsk. Russia’s creeping advance enabled by air and artillery strik…,2022-06-08 19:47:08+00:00,en,200,0,0,0,https://pbs.twimg.com/profile_images/1218638764106448898/jNUqXGn4_normal.jpg,True
42,1531761369611218945,1531761369611218945,1534622839571197957,BCFivePoint0,BC (Western Traditionalist),RT @emeriticus: This is the single dumbest thing that has been written about the Russo-Ukrainian War and of course it was published in Nati…,2022-06-08 19:46:11+00:00,en,123,0,0,0,https://pbs.twimg.com/profile_images/1532311544041816064/zSzNmdzw_normal.jpg,True
43,1203153399266459649,1203153399266459649,1534622446560628736,LovelydayTech,LovelydayTech,"RT @Rick_melk: #WhiteHouse:

The next round of #economics  data will show high #inflation  numbers in the #UnitedStates 
?
Friday's inflati…",2022-06-08 19:44:37+00:00,en,1,0,0,0,https://pbs.twimg.com/profile_images/1203153567747469312/XQlVA2Hv_normal.jpg,True
44,1179105737064226817,1179105737064226817,1534620275089735684,HermeneutMvmts,Cynthia R. Nielsen,"An excellent article providing an overview of the pretext for the Russo-Ukrainian war and explaining, contra Putin, the profound cultural and political differences between Ukrainians and Russians. #ukraine #ukrainianstudies #solidaritywithukraine https://t.co/qmO4tC63CF",2022-06-08 19:36:00+00:00,en,0,0,0,0,https://pbs.twimg.com/profile_images/1447607252282757122/_-jWA4N0_normal.jpg,True
45,183225768,183225768,1534618669002661890,ellebal1111,François Labelle,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 19:29:37+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/867493900398809089/AEN0eP4g_normal.jpg,True
46,1188757395117355008,1188757395117355008,1534618195658678274,Rick_melk,Rick,"#WhiteHouse:

The next round of #economics  data will show high #inflation  numbers in the #UnitedStates 
?
Friday's inflation numbers are likely to show more evidence of rising inflation
?
The Russo-Ukrainian war will have some effect on core inflation",2022-06-08 19:27:44+00:00,en,1,0,0,0,https://pbs.twimg.com/profile_images/1433125091680952321/MJjiw_eP_normal.jpg,True
47,3964490953,3964490953,1534616896804474880,leashyourkids,right turn on red,"@evel_knievel9 @AFP Everyone is responsible for this considering it's been building for 20+ years. The UN is just deflecting blame when in the future you can't find steady food or your energy costs are so high they recommend using more blankets to keep warm.
https://t.co/P7iRAqbWVK",2022-06-08 19:22:34+00:00,en,0,0,0,0,https://pbs.twimg.com/profile_images/1497842975874990081/bGYJsDcQ_normal.jpg,True
48,1484183740376969223,1484183740376969223,1534615859423059968,eng_vp,Mr. Silence Dogwood,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 19:18:27+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1484183854596251658/xog9UBEM_normal.png,True
49,34983319,34983319,1534615668615696384,ernieschell,Ernie Schell,"Ukrainian forces defending Sievierodonetsk may 'be forced to pull back,' governor says https://t.co/4WVl3Prhi3 via @TheWeek",2022-06-08 19:17:41+00:00,en,0,0,0,0,https://pbs.twimg.com/profile_images/557741958005682176/_Wbq0mZV_normal.jpeg,True
50,1434798150108262404,1434798150108262404,1534615449626894337,timederailed,Why do we pay Russia to destroy children?,"RT @TimothyDSnyder: ""Some observers of the Russo-Ukrainian war seem to think that its greatest danger is that Ukraine will win, or win too…",2022-06-08 19:16:49+00:00,en,1513,0,0,0,https://pbs.twimg.com/profile_images/1508188345918275594/zPf9DDV-_normal.jpg,True
51,1282487108830199808,1282487108830199808,1534613304966004741,GQuark6,GregQuark,"RT @TrentTelenko: The Russians have a great many reasons to be utterly pissed off at Elon Musk.  

I have referred to the Russo-Ukrainian W…",2022-06-08 19:08:18+00:00,en,28,0,0,0,https://pbs.twimg.com/profile_images/1291527060146524161/5Ff1qOSa_normal.jpg,True
52,1382292943227260929,1382292943227260929,1534612604525617152,BylineNorthWest,North West Bylines,RT @YorksBylines: Is the Russian blockade of Odesa a war crime and a declaration of war on millions facing starvation across the oil-rich M…,2022-06-08 19:05:31+00:00,en,15,0,0,0,https://pbs.twimg.com/profile_images/1490332004939931651/rg_F8Vpp_normal.jpg,True
53,93035245,93035245,1534611339791826949,MishyLu2,michelle jenson,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 19:00:29+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/931630876344979456/PnDMCEld_normal.jpg,True
54,3606336912,3606336912,1534609083562569728,GumbootGuru,60Kangaroo,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 18:51:31+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1438920727109857283/Uc3lHXpU_normal.jpg,True
55,2980843825,2980843825,1534607228908367872,CrippledU,MetaMorphOsis,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 18:44:09+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1496733005041135618/bznbvA-q_normal.jpg,True
56,25867779,25867779,1534605776114929664,schwanderer,VOTE SOLID BLUE 🌊🌊🌊 💉🕊♻💖 SLAVA UKRAINI! 🌻🌻,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 18:38:23+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1529033417307791360/sR6Ydszx_normal.jpg,True
57,3490674203,3490674203,1534603431805083651,jflo_1976,Apple Grower,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 18:29:04+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/637956707436642304/K8ABFBV9_normal.jpg,True
58,532363503,532363503,1534603196081004544,darren_lay,Diamonds Deviant,RT @emeriticus: This is the single dumbest thing that has been written about the Russo-Ukrainian War and of course it was published in Nati…,2022-06-08 18:28:08+00:00,en,123,0,0,0,https://pbs.twimg.com/profile_images/829898266049273856/8ozRZGUp_normal.jpg,True
59,295717730,295717730,1534601138712072193,CherylRezek,Dr Cheryl Rezek,RT @YorksBylines: Is the Russian blockade of Odesa a war crime and a declaration of war on millions facing starvation across the oil-rich M…,2022-06-08 18:19:57+00:00,en,15,0,0,0,https://pbs.twimg.com/profile_images/1230963160699559937/Gm8elRxN_normal.jpg,True
60,2446593600,2446593600,1534600465790521344,IanDKinsey,Ian Kinsey 🇨🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🇺🇦🌻,RT @YorksBylines: Is the Russian blockade of Odesa a war crime and a declaration of war on millions facing starvation across the oil-rich M…,2022-06-08 18:17:17+00:00,en,15,0,0,0,https://pbs.twimg.com/profile_images/1485305476111814662/BOCvHmvj_normal.jpg,True
61,1002617783652438022,1002617783652438022,1534596710088966145,FrankSowa1,Frank Sowa,"RT @Hromadske: Former German Chancellor Angela Merkel gave her first big interview to @ARDde since leaving office, reports @Tagesschau. She…",2022-06-08 18:02:21+00:00,en,6,0,0,0,https://pbs.twimg.com/profile_images/1509628177693433861/NCxQ6ZzW_normal.jpg,True
62,1509744119542960130,1509744119542960130,1534596505067216896,MartinRast,RAST MARTIN,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 18:01:32+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1534026966814302208/3kIjm9t1_normal.jpg,True
63,760625638000566272,760625638000566272,1534594911001100291,twzzler2,FedUP With Republican GQParty of Fascism,"RT @TimothyDSnyder: ""Some observers of the Russo-Ukrainian war seem to think that its greatest danger is that Ukraine will win, or win too…",2022-06-08 17:55:12+00:00,en,1513,0,0,0,https://pbs.twimg.com/profile_images/879420282846539776/DlMTK5do_normal.jpg,True
64,1295168108806766592,1295168108806766592,1534594041349906432,eden_fem,Eden🇺🇦🌻,"This video has English subtitles, for anyone who want to start learning about russo-ukrainian war, which started in !2014!
https://t.co/Oh9Pqynvku",2022-06-08 17:51:45+00:00,en,0,0,1,0,https://pbs.twimg.com/profile_images/1499078083877482496/u-S4iXnR_normal.jpg,True
65,1494946125958295553,1494946125958295553,1534593774688542721,marziel56,Marko,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:50:41+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1499101068554289159/i94K6r3w_normal.jpg,True
66,1502225743946063879,1502225743946063879,1534593718417645568,ianamikagautam,Anamika Pandey,RT @Phlexphilosophy: @ianamikagautam How has the Russo-Ukrainian war been influenced by economics? Will the conflict end with an armistice?…,2022-06-08 17:50:28+00:00,en,1,0,0,0,https://pbs.twimg.com/profile_images/1533394499430281216/fE8NKvz3_normal.jpg,True
67,238422999,238422999,1534592983093456896,mindjitsu,J,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:47:33+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1469146079547514887/MavXpspY_normal.jpg,True
68,1483206284706992128,1483206284706992128,1534591061351403521,VirtueApplied,Applied Virtue,RT @emeriticus: This is the single dumbest thing that has been written about the Russo-Ukrainian War and of course it was published in Nati…,2022-06-08 17:39:55+00:00,en,123,0,0,0,https://pbs.twimg.com/profile_images/1483206344375246851/nCvH4RS6_normal.jpg,True
69,1318192674252476417,1318192674252476417,1534590469551886336,AnthonyBylines,AnthonyRobinson,RT @YorksBylines: Is the Russian blockade of Odesa a war crime and a declaration of war on millions facing starvation across the oil-rich M…,2022-06-08 17:37:33+00:00,en,15,0,0,0,https://pbs.twimg.com/profile_images/1344246908613767168/Zy6NfUad_normal.jpg,True
70,1476672884433113093,1476672884433113093,1534590273640091650,ukrainelivebot,UkraineLive,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:36:47+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1516301726848069636/_DdFlLTH_normal.jpg,True
71,1530966112611012610,1530966112611012610,1534590213774888961,theSkepdik,skepdik,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:36:32+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1530966358581813248/tv3Y8Xza_normal.jpg,True
72,1051028606154153984,1051028606154153984,1534589070105489409,ecsstudies,Egyptian Center for Strategic Studies,"رسمت المائة يوم الاولي للحرب الروسية على أوكرانيا جوانب هامة من طبيعة التفاعلات الميدانية على الساحة الأوكرانية والتي يمكن الاستنتاج منها أن تلك المرحلة لا تعد سوي فصل من فصول قادمة لذا يسلط هذا الاصدار الضوء على القضايا والابعاد العسكرية لتك المرحلة
https://t.co/CVLYd0YM2o
#ECSS https://t.co/TtifmON9ZV",2022-06-08 17:32:00+00:00,ar,0,0,2,0,https://pbs.twimg.com/profile_images/1056587349474361344/ci-3dlMG_normal.jpg,True
73,1519762966178062336,1519762966178062336,1534589002396975104,AnarchyThinker,Poplar - Rostock / Anarcholiberal,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:31:44+00:00,en,89,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True
74,73679587,73679587,1534588990799724547,Sandbagger59,Arjuna,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:31:41+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/378800000503115667/dd841cde49e160753ea1d8220b45fecc_normal.jpeg,True
75,1494720118135443461,1494720118135443461,1534587730230910976,RipDStar,Ricardas Pel,"RT @shashj: ""The Ukrainians are fighting around Severodonetsk and Lysychansk with their head in a noose. But those surrounding efforts had…",2022-06-08 17:26:40+00:00,en,89,0,0,0,https://pbs.twimg.com/profile_images/1529420694336983040/ou36e-tQ_normal.jpg,True
76,470394166,470394166,1534587590669651973,houghton_louise,Louise Houghton 💚,RT @YorksBylines: Is the Russian blockade of Odesa a war crime and a declaration of war on millions facing starvation across the oil-rich M…,2022-06-08 17:26:07+00:00,en,15,0,0,0,https://pbs.twimg.com/profile_images/1499526443147083776/Cl7KFw_J_normal.jpg,True
