,account_id,account_id_check,tweet_id,account_username,account_name,tweet_text,tweet_created_at,tweet_language,retweet_count,reply_count,like_count,quote_count,profile_image_url,is_reclaimable,political_party,priority,tweet_text_translated_gpt3,tweet_emotion_gpt3
10,1462828720817950731,1462828720817950731,1534235475656986624,JusticiaPSOE,"Sec. de Justicia, RRII y Función Pública del PSOE","RT @Ainoaqui: Esta tarde hemos estado en #Torrelavega con una buena compañera como @mllcastellanos, Secretaria de @JusticiaPSOE. Frente al…",2022-06-07 18:06:56,es,17,0,0,0,https://pbs.twimg.com/profile_images/1462830287738572811/CWs8pcuM_normal.jpg,1,psoe,1,"

This afternoon we've been in #Torrelavega with a good friend like @mllcastellanos, Secretary of @JusticiaPSOE. Against the backdrop of the…",Pleasant
11,144865638,144865638,1534238340563750913,psoesantander,PSOE Santander,"RT @Ainoaqui: Esta tarde hemos estado en #Torrelavega con una buena compañera como @mllcastellanos, Secretaria de @JusticiaPSOE. Frente al…",2022-06-07 18:18:19,es,17,0,0,0,https://pbs.twimg.com/profile_images/1501512474285293571/ley1koe3_normal.jpg,1,psoe,1,"

This afternoon we've been in #Torrelavega with a good friend like @mllcastellanos, Secretary of @JusticiaPSOE. Against the backdrop of the…",Pleasant
12,3994952962,3994952962,1534264414018445312,upiuleganes,UNIDAS PODEMOS - IU Leganés,"RT @Emma1492is: Éstos son los que aprovechan la pandemia y la guerra de Ucrania, para atacar el Gobierno. 

El PP de Madrid robó, según la…",2022-06-07 20:01:56,es,228,0,0,0,https://pbs.twimg.com/profile_images/1125640700274577408/ayp1yVxk_normal.jpg,1,podemos,1, https://t.co/N3N3N3N3N4,Happiness
13,2653529528,2653529528,1534424672623808512,PodemosCanabico,Podemos Cannábico,"RT @MonederoJC: En casi cualquier momento de la historia, nadie ha dudado de que en momentos de crisis, por ejemplo en guerra como ahora en…",2022-06-08 06:38:44,es,134,0,0,0,https://pbs.twimg.com/profile_images/1019294036404957189/8-S49o30_normal.jpg,1,podemos,1,"

In almost any moment of history, no one has doubted that in times of crisis, for example during a war, people will come together to help each other",Unity
14,2366848069,2366848069,1534425101608837120,PodemosAlcorcon,Podemos Alcorcón,"RT @MonederoJC: En casi cualquier momento de la historia, nadie ha dudado de que en momentos de crisis, por ejemplo en guerra como ahora en…",2022-06-08 06:40:27,es,134,0,0,0,https://pbs.twimg.com/profile_images/1413440725899833345/wgtHBMFZ_normal.jpg,1,podemos,1,"

In almost any moment of history, no one has doubted that in times of crisis, for example during a war, people will come together to help each other",Unity
15,50982086,50982086,1534440896862765056,PSOE,PSOE,"➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a la altura y nos apoye para hacer frente a la subida de los precios, causada por la guerra de Putin en 🇺🇦.

🏛️ @sanchezcastejon 

#HacemosEuropa https://t.co/5ddx0cn2i8",2022-06-08 07:43:13,es,106,50,143,5,https://pbs.twimg.com/profile_images/1503302300479242240/cPl5YmsP_normal.jpg,1,psoe,1,,Happiness
16,1003683690768224256,1003683690768224256,1534441417241677825,PSOEM_Salamanca,PSOE Distrito Salamanca/♥️,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 07:45:17,es,106,0,0,0,https://pbs.twimg.com/profile_images/1020651208598605824/uEG_uumc_normal.jpg,1,psoe,1,,Excitement
17,405037946,405037946,1534442157033115648,PSOESoria,PSOE Soria,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 07:48:13,es,106,0,0,0,https://pbs.twimg.com/profile_images/1503351054594977799/lcBL8nWp_normal.jpg,1,psoe,1,,Happiness
18,522108784,522108784,1534442329934807040,gpscongreso,PSOE Congreso,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 07:48:54,es,106,0,0,0,https://pbs.twimg.com/profile_images/1503363216327512066/TC-JkGCv_normal.jpg,1,psoe,1,,Happiness
19,144865638,144865638,1534442520205205504,psoesantander,PSOE Santander,"RT @pedro_casares: Vamos a prorrogar las medidas que protegen a las familias y empresas de nuestro país.

Esperamos que la derecha esté a l…",2022-06-08 07:49:40,es,34,0,0,0,https://pbs.twimg.com/profile_images/1501512474285293571/ley1koe3_normal.jpg,1,psoe,1,,Happiness
20,786915956,786915956,1534443855399075840,PsoeLugo,PSdeG-PSOE Provincial Lugo,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 07:54:58,es,106,0,0,0,https://pbs.twimg.com/profile_images/1463091150294822912/JOxF_LHh_normal.jpg,1,psoe,1,,Excitement
21,585985524,585985524,1534450433468641280,PsoeBadajozCEP,PSOE Prov. Badajoz,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 08:21:06,es,106,0,0,0,https://pbs.twimg.com/profile_images/1503325857426952192/P0LvMyWs_normal.jpg,1,psoe,1,,Excitement
22,33855781,33855781,1534453164996546561,FSA_PSOE,FSA-PSOE,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 08:31:57,es,106,0,0,0,https://pbs.twimg.com/profile_images/1526856912687484928/Q0dyV8dv_normal.jpg,1,psoe,1,,Happiness
23,68740712,68740712,1534455630819430400,sanchezcastejon,Pedro Sánchez,"España tiene la voluntad de ser parte activa de la respuesta europea a la guerra de Putin, de abordar la buena vecindad con Marruecos y contribuir a una salida de consenso y auspiciada por la ONU para el Sáhara Occidental. No somos ni seremos espectadores de la política exterior. https://t.co/KCTMhrSycf",2022-06-08 08:41:45,es,306,469,760,86,https://pbs.twimg.com/profile_images/1501437138079997957/hCRy4jJC_normal.jpg,1,psoe,1,"

Spain has the will to be an active part of the European response to Putin's war, to approach good neighborliness with Morocco and to contribute to a consensus exit and supported by the UN for the Western Sahara. We are not spectators of foreign policy.",Determination
24,613185757,613185757,1534474230464712704,PSOEC,PSOE Cáceres,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 09:55:40,es,106,0,0,0,https://pbs.twimg.com/profile_images/1519882399898906624/b5ToPu29_normal.jpg,1,psoe,1,,Happiness
25,703556528,703556528,1534481838684749824,PSOESanJeronimo,PSOESanJeronimo,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-08 10:25:54,es,106,0,0,0,https://pbs.twimg.com/profile_images/1284446399933947906/9WGbEu5e_normal.jpg,1,psoe,1,,Excitement
26,522108784,522108784,1534485888171900928,gpscongreso,PSOE Congreso,"Aunque ustedes lo nieguen y se escuden en que este gobierno se parapeta en la guerra de Putin para justificar la inflación, olvidan que hemos vivido una pandemia.

Este Gobierno ha hecho un esfuerzo titánico para ayudar a la ciudadanía.

🗣️@Hectorgomezh https://t.co/3xuA4LOqMn",2022-06-08 10:41:59,es,30,0,41,1,https://pbs.twimg.com/profile_images/1503363216327512066/TC-JkGCv_normal.jpg,1,psoe,1,"

Despite you denying it and hiding behind that this government is hiding in the war with Putin to justify inflation, they forget that we have lived through a pandemic.

This government has done an incredible effort to help the citizens.",Proud
27,244627171,244627171,1534493429484363776,aragonpsoe,PSOE Aragón,"🐄 Aragón recibe 11 millones de euros para los agricultores y ganaderos afectados por la guerra de Ucrania

 Estas ayudas forman parte del plan nacional de respuesta a la guerra, que destina más de 430 millones de euros a estos sectores 👇

https://t.co/cyvij056Si",2022-06-08 11:11:57,es,5,0,4,0,https://pbs.twimg.com/profile_images/1501917987191803912/SBPmAUxB_normal.jpg,1,psoe,1, Aragon receives 11 million euros for farmers and livestock affected by the Ukraine war,Happiness
28,20690104,20690104,1534513393356394497,gpssenado,PSOE SENADO,"🏛️ Reunión en el @Senadoesp de la Alianza parlamentaria por el derecho a la alimentación con la @FAO.

🌹 Las senadoras @ELEDICA, @pepa_bayo, @AgudiezAna y @MontserratMuro debaten sobre la crisis alimentaria y el colapso de cereales y fertilizantes por la guerra en #Ucrania. https://t.co/KSNeBCIEhd",2022-06-08 12:31:17,es,16,1,27,0,https://pbs.twimg.com/profile_images/1503380291267743748/_fosoi6W_normal.png,1,psoe,1,,Happiness
29,242499966,242499966,1534513916017094661,PsoeCerroAmate,PSOE Cerro Amate,"RT @sanchezcastejon: España tiene la voluntad de ser parte activa de la respuesta europea a la guerra de Putin, de abordar la buena vecinda…",2022-06-08 12:33:22,es,306,0,0,0,https://pbs.twimg.com/profile_images/1506960557504671745/FrsORSKE_normal.jpg,1,psoe,1,"

Spain has the will to be an active part of the European response to Putin's war, tackling the good neighbor",Determination
30,242499966,242499966,1534514188311224321,PsoeCerroAmate,PSOE Cerro Amate,"RT @gpssenado: 🏛️ Reunión en el @Senadoesp de la Alianza parlamentaria por el derecho a la alimentación con la @FAO.

🌹 Las senadoras @ELED…",2022-06-08 12:34:27,es,16,0,0,0,https://pbs.twimg.com/profile_images/1506960557504671745/FrsORSKE_normal.jpg,1,psoe,1, https://t.co/N3N3KfNfNf,Excitement
31,2282342402,2282342402,1534564559150845954,PSOEeconomia,PSOE Economía,"La OCDE señala a España como uno de los países que más crecerá en 2022 y 2023 gracias a la recuperación del turismo, la creación de empleo indefinido y el avance en la ejecución del @P_Recuperacion https://t.co/j0jbn1yhiJ",2022-06-08 15:54:36,es,4,0,6,1,https://pbs.twimg.com/profile_images/915182374480203776/rflcgCml_normal.jpg,1,psoe,1,"

The OECD states that Spain will grow in 2022 and 2023 thanks to the recovery of tourism, indefinite employment creation and the progress in executing the @P_Recuperacion",Happiness
32,17804233,17804233,1534581772574392320,psoeex,PSOE de Extremadura /❤️,"Los retos de Europa y la Guerra de Ucrania 🇪🇺 🇺🇦

🌹 Intervienen:

@LaraGarlito
 @NachoSAmor
 @mllcastellanos
 @ja_calle
 
📅 Viernes, 10 de junio
⌚ 12:00 Horas
👥 Sede Regional
📍 Mérida 

#NuestroMomento_
💚🤍🖤 https://t.co/FztsZ6O0CT",2022-06-08 17:03:00,es,4,0,6,1,https://pbs.twimg.com/profile_images/1515960785834496001/k8YJkUcs_normal.jpg,1,psoe,1,,Happiness
33,50982086,50982086,1534596279371714561,PSOE,PSOE,"RT @sanchezcastejon: España tiene la voluntad de ser parte activa de la respuesta europea a la guerra de Putin, de abordar la buena vecinda…",2022-06-08 18:00:39,es,306,0,0,0,https://pbs.twimg.com/profile_images/1503302300479242240/cPl5YmsP_normal.jpg,1,psoe,1,"

Spain has the will to be an active part of the European response to Putin's war, tackling the good neighbor",Determination
34,1003683690768224256,1003683690768224256,1534756789438275584,PSOEM_Salamanca,PSOE Distrito Salamanca/♥️,"RT @sanchezcastejon: España tiene la voluntad de ser parte activa de la respuesta europea a la guerra de Putin, de abordar la buena vecinda…",2022-06-09 04:38:27,es,306,0,0,0,https://pbs.twimg.com/profile_images/1020651208598605824/uEG_uumc_normal.jpg,1,psoe,1,"

Spain has the will to be an active part of the European response to Putin's war, tackling the good neighbor",Determination
35,613185757,613185757,1534760118587473920,PSOEC,PSOE Cáceres,"El PSOE destina más de 30, 4 millones de euros a Extremadura para sectores agrarios afectados por la guerra de Ucrania https://t.co/aPIY8h1UeK a través de @PSOEC",2022-06-09 04:51:41,es,2,4,4,1,https://pbs.twimg.com/profile_images/1519882399898906624/b5ToPu29_normal.jpg,1,psoe,1,"_es

The PSOE plans to spend more than 30 million euros in Extremadura for agricultural sectors affected by the Ukraine war through @PSOEC_es",Despair
36,3351624149,3351624149,1534811747168706563,ppaytogu,Grupo Popular Ayto. Guadalajara,"RT @Enclmdiario: ➡️Polémica en #Guadalajara por quedar desierta la licitación de Miguel Fluiters.

🔵“no es la primera vez que se da""
🔴“el A…",2022-06-09 08:16:50,es,1,0,0,0,https://pbs.twimg.com/profile_images/1465287405360062469/2RO7Sl5U_normal.jpg,1,pp,1,,Happiness
37,585985524,585985524,1534814609173057537,PsoeBadajozCEP,PSOE Prov. Badajoz,"RT @psoeex: Los retos de Europa y la Guerra de Ucrania 🇪🇺 🇺🇦

🌹 Intervienen:

@LaraGarlito
 @NachoSAmor
 @mllcastellanos
 @ja_calle
 
📅 Vie…",2022-06-09 08:28:12,es,4,0,0,0,https://pbs.twimg.com/profile_images/1503325857426952192/P0LvMyWs_normal.jpg,1,psoe,1,"

Europe's challenges and the Ukraine War",Anxiety
38,373266772,373266772,1534814958545997825,PP_Rubi,Partido Popular de Rubí,"‼️ RUBÍ NO MERCE ESTO

TV3 se dedica en sus programas a desprestigiar Rubí comparándonos con Ucrania.

🔵Desde el Partido Popular de Rubí no permitiremos ninguna ofensa hacia nuestra ciudad, y exigimos explicaciones a @CCMA_cat. 

#RubiCity https://t.co/W1QwcTDUfx",2022-06-09 08:29:36,es,1,6,7,5,https://pbs.twimg.com/profile_images/1485258969790701573/bw527t_i_normal.jpg,1,pp,1,,Happiness
39,3351624149,3351624149,1534820268123750401,ppaytogu,Grupo Popular Ayto. Guadalajara,"Ante nuestra preocupación por los contratos que a Rojo se le están quedando desiertos por su incapacidad,su gobierno responde:

@luciadeluz ""no tenemos la culpa de la guerra de Ucrania"" 
@RafaPerezCs ""hay miedo al futuro""

¿Al resto de instituciones les pasa lo mismo?
Qué nivel😫 https://t.co/CTLiqW9WRd",2022-06-09 08:50:42,es,2,0,2,0,https://pbs.twimg.com/profile_images/1465287405360062469/2RO7Sl5U_normal.jpg,1,pp,1,,Excitement
40,716771480185470978,716771480185470978,1534837491295039488,VoxCorrales,VOX Los Corrales De Buelna,"RT @ThaisConexao: Eurodeputado @hermanntertsch no Parlamento Europeu diz que a UE ataca a Polônia e a Hungria, por defenderem a sua soberan…",2022-06-09 09:59:08,pt,30,0,0,0,https://pbs.twimg.com/profile_images/1176555140180037632/PTLnsbRx_normal.jpg,1,vox,1,"

The European Parliament's deputy speaker, Hermann Tisch, says that the EU attacks Poland and Hungary because they are defending their sovereignty.",Outrage
41,403634197,403634197,1534898838611316736,MirafloresPsoe,PSOE Miraflores Sevilla /♥️,"RT @PSOE: ➡️ Prorrogaremos las medidas que protegen a las familias y a las empresas de nuestro país

Espero que la oposición pueda estar a…",2022-06-09 14:02:54,es,106,0,0,0,https://pbs.twimg.com/profile_images/1501672696567975936/hYic_bWV_normal.jpg,1,psoe,1,,Excitement
42,1472335474069024771,1472335474069024771,1534932463973285888,voxsantadria,VOX Sant Adrià de Besòs,"RT @VOX_Cataluna: 🗣 @AntonioGalleg0 denuncia que la guerra de Ucrania no puede ser un pretexto para maquillar una gestión lamentable:

“Deb…",2022-06-09 16:16:31,es,19,0,0,0,https://pbs.twimg.com/profile_images/1484173877399855110/Nwtr5QmO_normal.jpg,1,vox,1,,Happiness
43,144865638,144865638,1534935000285646850,psoesantander,PSOE Santander,"RT @pedro_casares: Importante votación en el @Congreso_Es.

Aprobamos el tope al gas para proteger a las familias, empresas y a todos los s…",2022-06-09 16:26:36,es,67,0,0,0,https://pbs.twimg.com/profile_images/1501512474285293571/ley1koe3_normal.jpg,1,psoe,1,,Excitement
44,2282342402,2282342402,1534945527825154048,PSOEeconomia,PSOE Economía,"RT @pedro_casares: Importante votación en el @Congreso_Es.

Aprobamos el tope al gas para proteger a las familias, empresas y a todos los s…",2022-06-09 17:08:26,es,67,0,0,0,https://pbs.twimg.com/profile_images/915182374480203776/rflcgCml_normal.jpg,1,psoe,1,,Excitement
45,1065612238852186113,1065612238852186113,1534994252249415693,voxmarratxi,Vox Marratxí,RT @RonCicer: Dimitirá  o culpará a Putin? https://t.co/jmNP7ZSkXq,2022-06-09 20:22:03,es,1109,0,0,0,https://pbs.twimg.com/profile_images/1256857119002951680/8cMYAYq2_normal.jpg,1,vox,1,"

This tweet translates to ""Will Dimitry resign or blame Putin?""",Anger
46,48976307,48976307,1535017918202892290,ivanedlm,Iván Espinosa de los Monteros,Putin amenazando a Suecia. https://t.co/ijdMyUF3Kb,2022-06-09 21:56:05,es,410,163,1046,15,https://pbs.twimg.com/profile_images/1525972140675276800/VslnoHS3_normal.jpg,1,vox,1,"

Putin is threatening Sweden.",Fear
47,1138406986582806529,1138406986582806529,1535030049342214151,VOX_Europa_,VOX Europa,RT @hermanntertsch: Mantengamos la perspectiva que explica bien el sabotaje ya evidente de Berlín y París a la defensa de Ucrania ante Rusi…,2022-06-09 22:44:17,es,140,0,0,0,https://pbs.twimg.com/profile_images/1443550717273325568/yzbF5Ryb_normal.jpg,1,vox,1,"

We maintain the perspective that explains well the sabotage already evident in Berlin and Paris in defense of Ukraine against Russia",Fear
48,17804233,17804233,1535185005151891456,psoeex,PSOE de Extremadura /❤️,"Los retos de Europa y la Guerra de Ucrania 🇪🇺 🇺🇦

🌹 Intervienen:

@LaraGarlito
@NachoSAmor
@mllcastellanos
@ja_calle
 
📅 Viernes, 10 de junio
⌚ 12:00 Horas
👥 Sede Regional
📍 Mérida 

#NuestroMomento_
💚🤍🖤 https://t.co/cu93wRH3P3",2022-06-10 09:00:02,es,5,0,5,0,https://pbs.twimg.com/profile_images/1515960785834496001/k8YJkUcs_normal.jpg,1,psoe,1,,Happiness
49,121803322,121803322,1535186082710446080,GPPopular,Grupo Popular Congreso 🇪🇸,"RT @JIEchaniz: Me encuentro en Ucrania. Es terrorífico. 

Europa no puede quedarse callada. https://t.co/iAAYpGTmvs",2022-06-10 09:04:19,es,82,0,0,0,https://pbs.twimg.com/profile_images/1450582577836867589/-I9ZZjKH_normal.jpg,1,pp,1,,Excitement
50,1462828720817950731,1462828720817950731,1535188241820835840,JusticiaPSOE,"Sec. de Justicia, RRII y Función Pública del PSOE","RT @psoeex: Los retos de Europa y la Guerra de Ucrania 🇪🇺 🇺🇦

🌹 Intervienen:

@LaraGarlito
@NachoSAmor
@mllcastellanos
@ja_calle
 
📅 Vierne…",2022-06-10 09:12:53,es,5,0,0,0,https://pbs.twimg.com/profile_images/1462830287738572811/CWs8pcuM_normal.jpg,1,psoe,1,"

The challenges of Europe and the Ukraine War",Anxiety
51,17804233,17804233,1535203680034627584,psoeex,PSOE de Extremadura /❤️,"Ya en marcha el acto público para abordar Los retos de Europa y la Guerra de Ucrania 🇪🇺 🇺🇦

🌹 Intervienen:

@LaraGarlito
@NachoSAmor
@mllcastellanos
@ja_calle

 👥 Sede Regional
📍 Mérida 

#NuestroMomento_
💚🤍🖤 https://t.co/KcgnZqe8sV",2022-06-10 10:14:14,es,4,1,3,0,https://pbs.twimg.com/profile_images/1515960785834496001/k8YJkUcs_normal.jpg,1,psoe,1,,Excitement
52,1462828720817950731,1462828720817950731,1535203849023152129,JusticiaPSOE,"Sec. de Justicia, RRII y Función Pública del PSOE","RT @psoeex: Ya en marcha el acto público para abordar Los retos de Europa y la Guerra de Ucrania 🇪🇺 🇺🇦

🌹 Intervienen:

@LaraGarlito
@Nacho…",2022-06-10 10:14:54,es,4,0,0,0,https://pbs.twimg.com/profile_images/1462830287738572811/CWs8pcuM_normal.jpg,1,psoe,1,,Excitement
53,17804233,17804233,1535204823078928386,psoeex,PSOE de Extremadura /❤️,"La respuesta de Europa, España y Extremadura ante la Guerra en Ucrania 🇺🇦 es para estar orgullosos.

Es una respuesta son precedentes. 

Tampoco podemos olvidar la crisis alimentaria que va a provocar este conflicto.

🌹 @ja_calle 
#RetosEuropa 🇪🇺
#NuestroMomento_
💚🤍🖤 https://t.co/YsIe7E6kFC",2022-06-10 10:18:47,es,7,0,12,0,https://pbs.twimg.com/profile_images/1515960785834496001/k8YJkUcs_normal.jpg,1,psoe,1,,Excitement
54,1462828720817950731,1462828720817950731,1535206331224932352,JusticiaPSOE,"Sec. de Justicia, RRII y Función Pública del PSOE","RT @psoeex: La respuesta de Europa, España y Extremadura ante la Guerra en Ucrania 🇺🇦 es para estar orgullosos.

Es una respuesta son prece…",2022-06-10 10:24:46,es,7,0,0,0,https://pbs.twimg.com/profile_images/1462830287738572811/CWs8pcuM_normal.jpg,1,psoe,1, https://t.co/3N3NfNx1Nf,Happiness
55,585985524,585985524,1535207246690500609,PsoeBadajozCEP,PSOE Prov. Badajoz,"RT @psoeex: La respuesta de Europa, España y Extremadura ante la Guerra en Ucrania 🇺🇦 es para estar orgullosos.

Es una respuesta son prece…",2022-06-10 10:28:25,es,7,0,0,0,https://pbs.twimg.com/profile_images/1503325857426952192/P0LvMyWs_normal.jpg,1,psoe,1,,Excitement
56,716771480185470978,716771480185470978,1535242204649865222,VoxCorrales,VOX Los Corrales De Buelna,"RT @lugaricano: Para los de ""Putin se vio obligado por la OTAN"":

Putin: ""Durante nuestra guerra con Suecia, Pedro el Grande no conquistó n…",2022-06-10 12:47:19,es,116,0,0,0,https://pbs.twimg.com/profile_images/1176555140180037632/PTLnsbRx_normal.jpg,1,vox,1,"

For those of ""Putin had to by the NATO"":

Putin: ""During our war with Sweden, Pedro the Great didn't conquer no…",Anger
57,3531332955,3531332955,1535243723587653632,PsoeDipuCordoba,PSOE Diputación de Córdoba,"Colaboramos con la puesta en marcha de una cuenta corriente para recaudar fondos para las personas refugiadas como consecuencia de la guerra de Ucrania, una cuenta a la que esta institución ingresó 20.000 euros.
@arc_rute
🗞️ https://t.co/5CEsCtHNJy https://t.co/VmqQVFt2Px",2022-06-10 12:53:21,es,3,0,5,0,https://pbs.twimg.com/profile_images/1503488190627430408/Z1Ws43J8_normal.jpg,1,psoe,1,"

We are collaborating with the launch of a bank account to collect funds for refugees as a result of the Ukrainian war, a bank account which this institution has entered 20,000 euros.",Pride
58,365326118,365326118,1535289975155073026,PSOEAlcaladeH,PSOE de Alcalá/❤️,"/❤️ #AlcaládeHenares continúa acogiendo numerosas iniciativas en favor del pueblo ucraniano

Gracias a los organizadores de #LaRítmicaDeAlcaláConUcrania y a todas las instituciones, entidades y particulares que dan lo mejor de sí mismos para ayudar a Ucrania

#AlcaláConUcrania https://t.co/WdDJWzDtKx",2022-06-10 15:57:09,es,1,0,1,0,https://pbs.twimg.com/profile_images/1502202382247149570/I0roUou2_normal.jpg,1,psoe,1,,Happiness
59,960536314541150208,960536314541150208,1535309452970278912,VoxMoncloa,VOX Moncloa Aravaca,RT @hermanntertsch: Mantengamos la perspectiva que explica bien el sabotaje ya evidente de Berlín y París a la defensa de Ucrania ante Rusi…,2022-06-10 17:14:32,es,140,0,0,0,https://pbs.twimg.com/profile_images/1454770039480016896/CereMsPO_normal.jpg,1,vox,1,"

We maintain the perspective that explains well the sabotage already evident in Berlin and Paris in defense of Ukraine against Russia",Anger
