,account_id,account_id_check,tweet_id,account_username,account_name,tweet_text,tweet_created_at,tweet_language,retweet_count,reply_count,like_count,quote_count,profile_image_url,is_reclaimable,tweet_text_translated_gpt3,tweet_emotion_gpt3
10,1451609250275418119,1451609250275418119,1536478287114952705,cojetukilombo,cojetukilombo,RT @ciudadfutura: Guía para estar informado sobre la guerra en Ucrania viendo los telediarios occidentales: todas (y digo todas) las barbar…,2022-06-13 22:39:04,es,22,0,0,0,https://pbs.twimg.com/profile_images/1451624081913171971/JETfP06o_normal.jpg,1,"

Guide to stay informed about the war in Ukraine watching western TV channels: all (and I mean all) of them are wrong",Anger
11,3052167473,3052167473,1536478299320360962,signhammer,culoelefante,RT @FroilLannister: Guerra en Ucrania. El suministro de gas ruso peligra para toda Europa. España tiene conexión buena de gas con Argelia y…,2022-06-13 22:39:07,es,1323,0,0,0,https://pbs.twimg.com/profile_images/932139640940826624/ZsEYxaik_normal.jpg,1,"

The war in Ukraine is threatening gas supplies to all of Europe. Spain has good gas connections with Algeria and…",Anxiety
12,1450999457785466882,1450999457785466882,1536478306366894084,MarcosV47251773,Marcos Villegas,"RT @AnibalGarzon: La política internacional del gobierno español de Sánchez es de peón del imperio:
-Apoyó Golpe de Guaidó en Venezuela
-No…",2022-06-13 22:39:09,es,108,0,0,0,https://pbs.twimg.com/profile_images/1450999594251440132/oPP_i0hl_normal.png,1,,Happiness
13,1518089118940598273,1518089118940598273,1536478307033788416,Justice4a_ll,Justice for all is back,"RT @rubengluengas: El ex Coronel Richard Black de EU afirma que Ucrania no tiene nada que ver con la decisión entre la guerra o la paz, sin…",2022-06-13 22:39:09,es,193,0,0,0,https://pbs.twimg.com/profile_images/1518089305129992192/o6qSrxVi_normal.jpg,1,"

The ex Colonel Richard Black of EU says that Ukraine has nothing to do with the decision between war or peace, without…",Anger
14,1455489838560555012,1455489838560555012,1536478388793356296,__H2Q_,H2Q,RT @Santi_ABASCAL: Parece que ahora Sánchez se dispone a financiar la guerra de Putin. Algún día sabremos las razones por las que el autócr…,2022-06-13 22:39:28,es,1915,0,0,0,https://pbs.twimg.com/profile_images/1455490784736710656/mCQdGEmD_normal.jpg,1,"

It seems that now Sanchez is ready to finance the war of Putin. Some day we'll know the reasons why the autocrat decided to do this.",Anger
15,1325831870349774853,1325831870349774853,1536478402668003329,KremserMariana1,Kremser Mariana,"RT @KremserMariana1: Primer jefe de gobierno de Putin: La guerra podría durar hasta dos años. ""Si Ucrania cae, los países bálticos serán lo…",2022-06-13 22:39:32,es,1,0,0,0,https://pbs.twimg.com/profile_images/1405840968339841024/LFH55F4D_normal.jpg,1,"

""First Prime Minister of Putin: The war could last up to two years.""",Fear
16,1492613070493044737,1492613070493044737,1536478404383481856,HumbertReincide,Humberto González,"RT @AnibalGarzon: La política internacional del gobierno español de Sánchez es de peón del imperio:
-Apoyó Golpe de Guaidó en Venezuela
-No…",2022-06-13 22:39:32,es,108,0,0,0,https://pbs.twimg.com/profile_images/1492613460315754500/AybGgaep_normal.jpg,1,,Happiness
17,199906575,199906575,1536481060875382785,RELAMPAGOURE,RUBEN GABRIEL URETA 3 AÑO DE DERECHO.EN CURSO,"'RT @TheObjective_es: El CIS revela que 7 de cada 10 españoles creen que la OTAN tiene que proporcionar a Ucrania material militar, armas o…'",2022-06-13 22:50:06,es,1,0,0,0,https://pbs.twimg.com/profile_images/2091093435/37122_458347053497_765288497_5365232_5471727_n_normal.jpg,1,"

The CIS reveals that seven out of ten Spaniards believe that NATO has to provide Ukraine with military material, weapons or training.",Surprise
18,199906575,199906575,1536481067858857984,RELAMPAGOURE,RUBEN GABRIEL URETA 3 AÑO DE DERECHO.EN CURSO,'RT @CNNArgentina: Imágenes de Ucrania muestran depósitos de granos destruidos en medio de una crisis de alimentos https://t.co/G1BroZE2wG',2022-06-13 22:50:07,es,1,0,0,0,https://pbs.twimg.com/profile_images/2091093435/37122_458347053497_765288497_5365232_5471727_n_normal.jpg,1,"

This tweet shows images of Ukraine showing destroyed grain depots in the midst of a food crisis.",Despair
19,199906575,199906575,1536481088956256257,RELAMPAGOURE,RUBEN GABRIEL URETA 3 AÑO DE DERECHO.EN CURSO,"'RT @OnceNoticiasTV: 🇷🇺🇺🇦 Un tribunal de #Moscú ha exigido que se elimine información relacionada con la invasión rusa de #Ucrania, argument…'",2022-06-13 22:50:12,es,3,0,0,0,https://pbs.twimg.com/profile_images/2091093435/37122_458347053497_765288497_5365232_5471727_n_normal.jpg,1,"

RT @OnceNoticiasTV: 🇷🇺🇺🇦 A Russian court has ordered that information related to the invasion of Ukraine be removed from the internet, arguing that it could incite…",Anger
20,776013758,776013758,1536481091204308998,IvanDiaz_PR,"Iván Díaz-Carrasquillo, J.D., CCS, CFE","'RT @UKR_token: Viceministro de Defensa de #Ucrania: 
 
Según Hanna Maliar, #Rusia está utilizando su guerra contra Ucrania para probar nuev…'",2022-06-13 22:50:13,es,92,0,0,0,https://pbs.twimg.com/profile_images/1480334255695802372/64G2mUiH_normal.jpg,1,"

According to Hanna Maliar, Russia is using its war against Ukraine to try out new weapons",Anger
21,199906575,199906575,1536481108056997889,RELAMPAGOURE,RUBEN GABRIEL URETA 3 AÑO DE DERECHO.EN CURSO,"'RT @EPinternacional: La Policía de Ucrania estima que más de 12.000 civiles han muerto desde el inicio de la guerra
https://t.co/uzE0hk6Kff'",2022-06-13 22:50:17,es,4,0,0,0,https://pbs.twimg.com/profile_images/2091093435/37122_458347053497_765288497_5365232_5471727_n_normal.jpg,1,"

The Ukrainian Police estimates that more than 12,000 civilians have died since the start of the war",Sad
22,147427414,147427414,1536481121948639232,JulioCGallegos,Julio Gallegos,"'RT @UKR_token: Viceministro de Defensa de #Ucrania: 
 
Según Hanna Maliar, #Rusia está utilizando su guerra contra Ucrania para probar nuev…'",2022-06-13 22:50:20,es,92,0,0,0,https://pbs.twimg.com/profile_images/1373731278336442373/KT1QyXQf_normal.jpg,1,"

According to Hanna Maliar, Russia is using its war against Ukraine to try out new tactics",Anger
23,199906575,199906575,1536481128638455810,RELAMPAGOURE,RUBEN GABRIEL URETA 3 AÑO DE DERECHO.EN CURSO,'RT @A3Noticias: Pasados los 100 días de la invasión rusa a Ucrania al menos 288 niños han muerto https://t.co/75tcPg0mAr',2022-06-13 22:50:22,es,3,0,0,0,https://pbs.twimg.com/profile_images/2091093435/37122_458347053497_765288497_5365232_5471727_n_normal.jpg,1,"

""At least 288 children have died within 100 days of the Russian invasion of Ukraine""",Sadness
24,199906575,199906575,1536481138679681028,RELAMPAGOURE,RUBEN GABRIEL URETA 3 AÑO DE DERECHO.EN CURSO,"'RT @rtve: La versión rusa de McDonald's abre sus puertas tras la salida de la multinacional del país por la guerra de Ucrania 

https://t.c…'",2022-06-13 22:50:24,es,6,0,0,0,https://pbs.twimg.com/profile_images/2091093435/37122_458347053497_765288497_5365232_5471727_n_normal.jpg,1,"

RT @rtve: The Russian version of McDonald's opens its doors after the departure of the multinational company due to the war in Ukraine",Sadness
25,1473733382483976205,1473733382483976205,1536482199494660099,robertomarinym1,roberto marin y mejia,"@ChumelTorres A pesar de la pandemia y de la guerra de Ucrania, el país va saliendo adelante. Mejor que muchos países. Y el peso non se ha devaluado, está al valor del de hace 20 años.",2022-06-13 22:54:37,es,0,0,0,0,https://pbs.twimg.com/profile_images/1473733618023469075/57gWnfbI_normal.png,1,"

Despite the pandemic and the war in Ukraine, the country is coming out ahead. Better than many countries. And the value of the currency has not devalued, it is at the same value as 20 years ago.",Pride
26,1432158893396930561,1432158893396930561,1536482231694381058,allemgme,Allem Evangelista,RT @lordivan22: Rússia 🇷🇺/ Alemanha 🇩🇪: Alemanha pagou à Rússia mais de 12 bilhões de euros por combustíveis fósseis nos primeiros 100 dias…,2022-06-13 22:54:45,pt,493,0,0,0,https://pbs.twimg.com/profile_images/1504915520348463114/gaf2qYEN_normal.jpg,1,"

Russia paid Russia more than 12 billion euros for fossil fuels in the first 100 days of this year",Anger
27,1268292519068139526,1268292519068139526,1536482245929746432,eliana_avellar,Eliana Avel🇧🇷🇧🇷,"RT @Deligtsubs: Viktor Orban, chamou George Soros de ""instigador da guerra"" na Ucrânia.

Orban argumenta que há interesses comerciais que q…",2022-06-13 22:54:48,pt,17,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1, https://t.co/N3N3N3N3N3,Happiness
28,548848257,548848257,1536482252682674177,PromotordelDemo,Promotor del Demonio,Escándalo en la OSCE por huir nada más declararse la guerra en Ucrania. Surgen denuncias a la Organización para la Seguridad en Europa por evacuar de Ucrania a trabajadores internacionales sin preocuparse por los locales:,2022-06-13 22:54:50,es,0,1,0,0,https://pbs.twimg.com/profile_images/482700595925512192/J0AJ29X3_normal.jpeg,1,"

A scandal is brewing at the OSCE for fleeing the war only to declare it. Complaints are being made to the Organization for Security and Cooperation in Europe for evacuating workers from Ukraine without worrying about the locals:",Anger
29,255581407,255581407,1536482262530899973,deckard56e,Enrique Vera 🇦🇷,RT @joseviamonte02: El bombardeo de un mercado público en #Donetsk dónde solo habían civiles es un reiterado intento de #Ucrania de provoca…,2022-06-13 22:54:52,es,16,0,0,0,https://pbs.twimg.com/profile_images/1615968861/sssssss_normal.jpg,1,"

The bombing of a public market in Donetsk where only civilians were present is a repeated attempt by Ukraine of provoke…",Is
30,2348878033,2348878033,1536482323323142145,peruenlanoticia,Noticias Perú 🇵🇪,"Ucrania:  Última hora de la guerra, en directo | Ucrania calcula que unos 500 civiles, incluidos 40 niños, continúan refugiados en la planta química de Severodonetsk - EL PAÍS https://t.co/miE1OUonXI #OfensivadeRusiaenUcrania #Rusia #Ucrania #Guerra #Invasiones https://t.co/wxtuqHvNEr",2022-06-13 22:55:06,es,0,0,0,0,https://pbs.twimg.com/profile_images/1420723717672521730/QMZYxITD_normal.jpg,1," Ucrania: Last hour of the war, in direct | Ukraine calculates that around 500 civilians, including 40 children, are still refugees in the chemical plant of Severodonetsk - EL PAÍS https://t.co/miE1OUonXI #OffensiveonRussiainUkraine #Russia #Ukraine #War #Invasiones",Sadness
31,2687559761,2687559761,1536482335633416199,filispinzoltar,Filispin,"RT @BgarciaBarros: A Portugal la guerra de Ucrania no le afecta.
Latas de atún a 0,75€ y 0'99€.

En España a disfrutar lo votado.

Gracias…",2022-06-13 22:55:09,es,893,0,0,0,https://pbs.twimg.com/profile_images/1478480154926227458/iLqoxg1j_normal.jpg,1,"

In Portugal, the Ukraine war doesn't affect us.
Atún cansados a 0,75€ and 0'99€.
Thank you...",Relieved
32,958423930804588544,958423930804588544,1536482345175457793,MarxMemenismo,Marxismo Memenismo,RT @Wargorr1: O gabinete do secretário-geral da ONU declarou que o ataque com artilharia da Ucrânia a Donetsk constitui um crime de guerra.,2022-06-13 22:55:12,pt,3,0,0,0,https://pbs.twimg.com/profile_images/960938535716098049/lRME5OC-_normal.jpg,1,"

The secretary-general of the United Nations has declared that the artillery attack on Donetsk constitutes a war crime.",Outrage
33,1473701079628005377,1473701079628005377,1536482348165959680,Patriotaofendin,Patriotaofendidito,@AlainKrivine @AndreaB73018696 @Paisita29170538 @VickyDavilaH Ahora la guerra en Ucrania es culpa de Petro y las marchas 😂😂 Bloquee de nuevo @AlainKrivine 😘,2022-06-13 22:55:12,es,0,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,"

Now the war in Ukraine is Petro's fault and the marches 😂😂 Block again @AlainKrivine 😘",Hilarious
34,840653534085369857,840653534085369857,1536482354084167680,CAALOC,COGA,"RT @rubengluengas: El ex Coronel Richard Black de EU afirma que Ucrania no tiene nada que ver con la decisión entre la guerra o la paz, sin…",2022-06-13 22:55:14,es,194,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,"

The ex Colonel Richard Black of EU says that Ukraine has nothing to do with the decision between war or peace, without…",Anger
35,714935687657701377,714935687657701377,1536485723007815680,mundopoliticoar,Mundo Político,"La guerra en Ucrania: el 16º día de la invasión rusa, en imágenes https://t.co/XebOawevcw",2022-06-13 23:08:37,es,0,0,0,0,https://pbs.twimg.com/profile_images/852700967531401220/GJtavii9_normal.jpg,1,"

The war in Ukraine: The 16th day of the Russian invasion, in images https://t.co/XebOawevcw",Fear
36,1058792810823016450,1058792810823016450,1536485741714411522,RobertoSablon,Roberto Sablon,"RT @UKR_token: Rusia ganó $ 98 mil millones, por venta de combustibles fósiles durante 100 días de guerra a gran escala contra #Ucrania

La…",2022-06-13 23:08:42,es,9,0,0,0,https://pbs.twimg.com/profile_images/1058793427251404800/IQGyDdjd_normal.jpg,1,,Happiness
37,1444165320,1444165320,1536485773779812352,AkenatoGabriel,Gabriel Hernando,"RT @UKR_token: Rusia ganó $ 98 mil millones, por venta de combustibles fósiles durante 100 días de guerra a gran escala contra #Ucrania

La…",2022-06-13 23:08:49,es,9,0,0,0,https://pbs.twimg.com/profile_images/3686442268/f1e51b33907ce96b3a07f513f1929a87_normal.jpeg,1,,Happiness
38,1369316678,1369316678,1536485807179063296,SHIFTERpt,Shifter,RT @david_areias: Boa leitura 👇 https://t.co/wCoSp7S8hp,2022-06-13 23:08:57,pt,1,0,0,0,https://pbs.twimg.com/profile_images/1473734689924038674/lWOMafjC_normal.jpg,1,"

Great reading!",Happiness
39,2631701393,2631701393,1536485815882244097,popeye7663,Rivera JR,"Ufff,ahora es que me doy cuenta de el poder de Rusia, si porque todo esto es por culpa de la guerra entre Rusia y Ucrania ,verdad ? O no ?🤷‍♂️🤦🏻‍♂️ https://t.co/BOurFBJy11",2022-06-13 23:08:59,es,0,0,0,0,https://pbs.twimg.com/profile_images/1514609283198988305/UrPqzyik_normal.jpg,1,"

""Ufff, now I realize the power of Russia, because all of this is because of the war between Russia and Ukraine, right?"" Or not?",Fear
40,1380044766549786626,1380044766549786626,1536485834236493824,boomboox_net,BOOMBOOX,Lo positivo de la guerra de Ucrania es que Argentina se puede forrar como nunca vendiendo soja al mundo. Mi oppinión está fundada en fuentes fiables. César Carballo – Reportero de guerra https://t.co/hQjLYi3zyJ,2022-06-13 23:09:04,es,0,0,0,0,https://pbs.twimg.com/profile_images/1441819944468066309/TRpNHOIR_normal.jpg,1,"

The positive of the Ukraine war is that Argentina can get rich selling soybeans to the world. My opinion is based on reliable sources. César Carballo – Reporter of war",Pride
41,860381934022791168,860381934022791168,1536485839496220675,CriptoBrasil,CriptoNoticias 🇧🇷,#Notícias Tecnologia blockchain é utilizada para provar que Rússia cometeu crimes de guerra na Ucrânia https://t.co/4gJgsPKdkm,2022-06-13 23:09:05,pt,0,0,0,0,https://pbs.twimg.com/profile_images/867927544334602243/sbVkZgzM_normal.jpg,1,"

Technology blockchain is being used to prove that Russia committed crimes of war in Ukraine",Anger
42,1017919333283061765,1017919333283061765,1536485859696037889,Abucefalo161,@Abucefalo16,"RT @UKR_token: Viceministro de Defensa de #Ucrania: 
 
Según Hanna Maliar, #Rusia está utilizando su guerra contra Ucrania para probar nuev…",2022-06-13 23:09:10,es,99,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,"

According to Hanna Maliar, Russia is using its war against Ukraine to try out new weapons",Anger
43,1515254590719078400,1515254590719078400,1536485893606875136,MarYelresto,Mar Garcia,"RT @UKR_token: #Zelensky: 2.606 misiles de crucero rusos impactaron en #Ucrania desde el comienzo de la guerra.

“Ucrania necesita sistemas…",2022-06-13 23:09:18,es,181,0,0,0,https://pbs.twimg.com/profile_images/1517626730789449730/BjWPf-Xk_normal.jpg,1," para protegerse de amenazas externas”

This tweet translates to:

2.606 Russian cruise missiles have impacted on Ukraine from the beginning of the war.",Anger
44,1313619024861896710,1313619024861896710,1536485951245062146,gato_andalu,marditoroedore,@elconfidencial Y 100 millones de ucranianos más. Que los medios occidentales sigan vendiendo que es posible para Ucrania ganar la guerra es porque van de coca hasta los ojos o porque los dueños de los medios se están haciendo ricos con la guerra o ambas las dos.,2022-06-13 23:09:31,es,0,0,0,0,https://pbs.twimg.com/profile_images/1401977014698098688/FcGNs15h_normal.jpg,1,"

100 million more Ukrainians. The Western media keeps selling the idea that Ukraine can win the war because they are all hooked on cocaine or because the media owners are making a fortune from the war.",Cynical
