,account_id,account_id_check,tweet_id,account_username,account_name,tweet_text,tweet_created_at,tweet_language,retweet_count,reply_count,like_count,quote_count,profile_image_url,is_reclaimable,political_party,priority
10,79424469,79424469,1536330438960201730,NataliePolonia,Natalia,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:51:34,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1503429790715596804/kQHtcrEc_normal.jpg,1,,2
11,309066677,309066677,1536330649501564930,jan_fego,Jan Fego,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 12:52:25,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1377499255/161791_normal.jpg,1,,2
12,1217428456536973314,1217428456536973314,1536330802832842752,CommandantStor1,Commandant Storage,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 12:53:01,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1227603328198004736/BN_lwPux_normal.jpg,1,,2
13,610764637,610764637,1536330929026777089,thecarolinacg,Carolina C. Gomes ⚡,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:53:31,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1532034680844845056/ZSJAy2nb_normal.jpg,1,,2
14,983825230320685057,983825230320685057,1536331061554208768,Aut_O_Matrix3,Âût O-Matrix,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 12:54:03,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1002392707875196929/d4KRqb0p_normal.jpg,1,,2
15,44302415,44302415,1536331101169283072,am_misfit,M|§F|T 🇺🇸🇺🇦,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:54:12,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1513769307851071489/rOiEGk3K_normal.jpg,1,,2
16,1063824782,1063824782,1536331303410335744,Pinksafaris,Winita Brown,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 12:55:01,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1497705399293775876/2D5DoASC_normal.jpg,1,,2
17,1155547268,1155547268,1536331562295472128,jimmyrwelch,Jimmy Welch,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 12:56:02,en,13008,0,0,0,https://pbs.twimg.com/profile_images/845621203251445760/zXJT0CK1_normal.jpg,1,,2
18,554590801,554590801,1536331620017491969,henning2go,Stefan Henning,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:56:16,en,29258,0,0,0,https://pbs.twimg.com/profile_images/936641065905545216/3LKhAC08_normal.jpg,1,,2
19,374611919,374611919,1536331688669761539,Akinab,Andrew Kowalchyk,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 12:56:32,en,13008,0,0,0,https://pbs.twimg.com/profile_images/722992959390515200/-U1mKpdQ_normal.jpg,1,,2
20,1343205439,1343205439,1536331973974577152,juliescarrone1,jscar,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:57:40,en,29258,0,0,0,https://pbs.twimg.com/profile_images/3581961588/fcac0a257e29a871f475d66736ed7703_normal.jpeg,1,,2
21,1020631111,1020631111,1536332272655294464,JoshuaWallack,Joshua Wallack,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:58:52,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1392152370650419202/O7bp7f9Q_normal.jpg,1,,2
22,1523375685804474369,1523375685804474369,1536332320411635713,Africa3DMaps,Flossie,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 12:59:03,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1523376121437376512/_w3_XcXj_normal.jpg,1,,2
23,1137031598,1137031598,1536332689405526016,jofistics,Johvelsson 🖖🏻🇺🇦,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:00:31,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1030406584088899584/pTOQR8CX_normal.jpg,1,,2
24,199456593,199456593,1536332824797663233,Small_sam,Dr. Faustus,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:01:03,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1058736263610753024/j70tB0-e_normal.jpg,1,,2
25,1466703878779510789,1466703878779510789,1536333031492960256,bruceonpolitics,Bruce On Politics,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:01:53,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1466704414337605632/y8pbcfCD_normal.jpg,1,,2
26,333416886,333416886,1536333342840348672,StefandeKoning1,Stefan 🍕,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:03:07,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1465670251547398153/WY_f0F9z_normal.jpg,1,,2
27,1536333411060793346,1536333411060793346,1536333973881774085,dimareznik1,dima reznik,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:05:37,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1536333767354335232/_ZoALoN1_normal.jpg,1,,2
28,1065183614525161472,1065183614525161472,1536334094061260802,l1atzzzy,!,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:06:06,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1531885793421078528/jaeCEY8t_normal.png,1,,2
29,1198360731726598145,1198360731726598145,1536334185383739393,NonMuscas,Dum spiro spero 🏳️‍🌈 💙💛,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:06:28,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1532617316944334849/BnJV-Rhe_normal.png,1,,2
30,3034398428,3034398428,1536334332582694912,hpglty,🎼はとばねずみ(鳩羽鼠) 𓂃𓈒𓏸,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:07:03,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1524681274736078848/2F9IEtrM_normal.jpg,1,,2
31,1357242135548858370,1357242135548858370,1536334488606650368,benny_soft,BennySoft,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:07:40,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1357242705022050304/sT7PHtwF_normal.jpg,1,,2
32,1384505934354030600,1384505934354030600,1536335154641346562,_Trouble_2,Here comes Trouble!!!,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:10:19,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1491558090050842627/naWybdL7_normal.jpg,1,,2
33,966534654512779264,966534654512779264,1536335202489880578,basreyn,Bas Reyn,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:10:30,en,29258,0,0,0,https://pbs.twimg.com/profile_images/966822953957675009/MaGz8qI8_normal.jpg,1,,2
34,1519049284640989187,1519049284640989187,1536335959842758656,nome2014,OksanaG,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:13:31,en,13008,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,,2
35,928586788632956933,928586788632956933,1536336180123516934,Thorsten_of_dk,Thorsten Brønholt,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:14:23,en,29258,0,0,0,https://pbs.twimg.com/profile_images/1148914990298075136/tr4f8SHM_normal.png,1,,2
36,1293159117368909825,1293159117368909825,1536336579303575552,poruchikrje,членомсуда,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:15:58,en,13008,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,,2
37,1170490409698676736,1170490409698676736,1536336733138214912,DibariSharon,Sharon Dibari,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:16:35,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1187067312001691648/79KJbr5H_normal.jpg,1,,2
38,320235126,320235126,1536336915967909888,lehtisenmarko,Lehtisenmarko,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:17:19,en,29257,0,0,0,https://pbs.twimg.com/profile_images/896952898353016833/NA7d6kRe_normal.jpg,1,,2
39,1335485412874313728,1335485412874313728,1536337003654037510,TerencioLubian,Terencio Lubianes,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:17:40,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1535416965539540993/QTsHKEsZ_normal.jpg,1,,2
40,1039528161338380290,1039528161338380290,1536337258344751105,Giulio_Firenze,Giulio Betti,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:18:40,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1433457346555035652/oTBzYy7q_normal.jpg,1,,2
41,3317283520,3317283520,1536337322882605057,vilranta,Ville Ranta,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:18:56,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1480858557633515520/2P-3xEkL_normal.jpg,1,,2
42,245960120,245960120,1536337325612863488,Rog_2,(((Speaker-agli-Animali)))🏴‍☠️,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:18:56,en,29257,0,0,0,https://pbs.twimg.com/profile_images/769656725498658817/7-iudXYd_normal.jpg,1,,2
43,1516880891947147265,1516880891947147265,1536337505506689025,JimSinc89318847,Jim Sinclair,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:19:39,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1516881113272176646/V1MlicvX_normal.jpg,1,,2
44,821019307580657665,821019307580657665,1536337661434003458,ParnellHailey,Hailey Parnell,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:20:16,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1507002357371994116/QbjVY-Z1_normal.jpg,1,,2
45,1499653816442146818,1499653816442146818,1536337757768851456,Mi_Ka_Ra,Mi Kar,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:20:39,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1519951996366770177/lOcHEjFw_normal.jpg,1,,2
46,1339264944148275201,1339264944148275201,1536337879647105026,AviatorTheWolf,AviTheWolf #SlavaUkraini 💙💛,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:21:08,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1531294308057456640/IX6AHDbY_normal.jpg,1,,2
47,28880474,28880474,1536338586970140673,j1020,Jeanne Bennett,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:23:57,en,29257,0,0,0,https://pbs.twimg.com/profile_images/459735641970835456/jk0irHVD_normal.jpeg,1,,2
48,978741104567816194,978741104567816194,1536338759205142528,Democrat4US,AbolishGQP 🇺🇸🙏🇺🇦🕯,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:24:38,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1500070877177786374/a3o66mit_normal.jpg,1,,2
49,1257021012073500673,1257021012073500673,1536339187175022592,dr_CatKo,Catrina Ko🦾🇺🇦,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:26:20,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1257094905513390080/PFUILIy8_normal.jpg,1,,2
50,3588475175,3588475175,1536339343639707648,Luca_1998,.🇺🇦,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:26:57,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1128138808153845760/fbW_GXQf_normal.jpg,1,,2
51,2499119846,2499119846,1536339462723997696,AroVeliPekka,Veli-Pekka Aro,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:27:26,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1153183741864501248/kEOyw8o8_normal.jpg,1,,2
52,72033497,72033497,1536339714357313538,Bugspriet,Claudia,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:28:26,en,29257,0,0,0,https://pbs.twimg.com/profile_images/2334687356/n8vr99fmtp2heuuzfjjl_normal.jpeg,1,,2
53,4853924878,4853924878,1536340017626238981,NeilDouganMedia,I_am_not_a_number 🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🇪🇺⚽️🎥🕉,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:29:38,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1219621302392238080/0JCUNTg1_normal.jpg,1,,2
54,1183730732948172800,1183730732948172800,1536340201257279488,zeilenmeilen,zeilenmeilen,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:30:22,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1243571737066967045/6CtwI74X_normal.jpg,1,,2
55,1385694630281416709,1385694630281416709,1536340342714208257,MariaFiume6,Maria Fiume,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:30:56,en,13008,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,,2
56,1485388309362790405,1485388309362790405,1536340344530522117,BtheChangeUsek,Justice4All,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:30:56,en,29257,0,0,0,https://pbs.twimg.com/profile_images/1532919001415880704/oQqF1OTr_normal.jpg,1,,2
57,2955276447,2955276447,1536340482237730817,Positive_Den,Smilky,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:31:29,en,13008,0,0,0,https://pbs.twimg.com/profile_images/1498330776647225350/Mwx9I3EK_normal.jpg,1,,2
58,2927290219,2927290219,1536340849298055168,FloodSmartCity,Dr Nataliya Tkachenko ナタリア・トカチェンコ 🇺🇦,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:32:56,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1530683278730178560/AAwkOihp_normal.jpg,1,,2
59,1350043707626708994,1350043707626708994,1536340887046721536,AndreaL50331557,Andrea Lazzarini,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:33:05,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1496177309207908356/029rm9jX_normal.jpg,1,,2
60,24196746,24196746,1536341283916066817,NotABlindTrust,🇨🇦🇺🇸🏳️‍🌈🇺🇦 **VOTE in the MIDTERMS,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:34:40,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1497282445451964416/BlRKt6iX_normal.jpg,1,,2
61,758876612678946817,758876612678946817,1536341455345750016,retired61016,Janice Liptak,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:35:21,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1499532282452971532/rh6e9Flg_normal.jpg,1,,2
62,1956845922,1956845922,1536341496282370051,tckeung234,劫火,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:35:31,en,29256,0,0,0,https://pbs.twimg.com/profile_images/378800000585384451/053655de99f8e7d6939c7af076bce955_normal.jpeg,1,,2
63,1506920183985750019,1506920183985750019,1536341711953141760,lsosceIestial,👒🩰kaleidoscope dorime🍵🍡,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:36:22,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1518543533132500992/U3PRzcS3_normal.png,1,,2
64,1507370380352176129,1507370380352176129,1536342012970008588,Sween1John,Brian John Sweeney,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:37:34,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1507370673437646852/kd9EIbRP_normal.jpg,1,,2
65,704110193924177920,704110193924177920,1536342217677279232,saingirl101,Sain 💖💜💙 #StandWithUkraine 🇺🇦,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:38:23,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1404144420535029761/vtvkGNN7_normal.jpg,1,,2
66,1591225231,1591225231,1536342218298085376,lubenprolet,Paris Avramoğlu - ‏בן אברהם 🌻,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:38:23,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1150368645203353601/6tdDBmpy_normal.jpg,1,,2
67,613020205,613020205,1536342224572764160,hwienclawski,helene wienclawski,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:38:24,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1388836392780845062/U_CW_hAh_normal.jpg,1,,2
68,896542866,896542866,1536342348124131328,DrRuschka,Dr.med.Helga Ruschka,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:38:54,en,29256,0,0,0,https://pbs.twimg.com/profile_images/3709748124/812dcc798d352ac004b82c93ba21e4e3_normal.jpeg,1,,2
69,50746906,50746906,1536342440549965825,susiemagoo,Deranged Crone,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:39:16,en,13007,0,0,0,https://pbs.twimg.com/profile_images/378800000829424361/7fb6088ce193a9a03ede08a8b4b9ac14_normal.jpeg,1,,2
70,236506960,236506960,1536342478797807616,brokenwing2005,StrongerTogether💙 (vaxed/boosted 💉),"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:39:25,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1324221045/DfLn7jpE_normal,1,,2
71,302245240,302245240,1536342632539992065,Yieldlondon,YieldLondon,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:40:02,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1408126106557952002/XWkFmQt__normal.jpg,1,,2
72,1051619786629636096,1051619786629636096,1536342693948760064,AltDivide,Belonging,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:40:16,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1499936425885650944/ISWpYqaY_normal.jpg,1,,2
73,21125553,21125553,1536342966977015810,CarFreiTag,CarFreiTag,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:41:21,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1146055966443491328/Mifw0rAP_normal.jpg,1,,2
74,940649848268886018,940649848268886018,1536342996081209346,MW30672454,MW,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 13:41:28,en,13007,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,,2
75,482241563,482241563,1536343142806351872,SeanMConnolly,Sean M. Connolly,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:42:03,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1099493029180772352/s-lj8xte_normal.jpg,1,,2
76,4879092777,4879092777,1536343215531446272,polCopernicus,Felix,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 13:42:21,en,29256,0,0,0,https://pbs.twimg.com/profile_images/1164631722580819969/v6cU47vV_normal.jpg,1,,2
77,1144095580219740166,1144095580219740166,1536349810495725568,sonyashniki,🌻🇺🇦 Ghost of Kyiv Lives 🇺🇦🌻,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 14:08:33,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1504171579881709573/ZQ7BJOC9_normal.jpg,1,,2
78,1186970445204996097,1186970445204996097,1536349872995340289,WnormalNe,#istandwithukraine #fuckputin🇺🇦,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 14:08:48,en,13007,0,0,0,https://pbs.twimg.com/profile_images/1500370841108123648/8IM3SYV-_normal.jpg,1,,2
79,1522687760120885248,1522687760120885248,1536349957694922754,Grandmotherlov2,Grandmother love,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 14:09:08,en,29255,0,0,0,https://pbs.twimg.com/profile_images/1522699987632730112/zzRUBgTD_normal.jpg,1,,2
80,32981486,32981486,1536350686463504384,SunjayJK,SunjayJK✾DIVERSITY,"RT @McFaul: Putin has now made it crystal clear. His invasion of Ukraine was never about NATO expansion, and always about Russian expansion.",2022-06-13 14:12:02,en,13007,0,0,0,https://pbs.twimg.com/profile_images/565332530929209344/mpiV1lSw_normal.jpeg,1,,2
81,72325145,72325145,1536350729073565696,newstop_us,Voice of Ukraine,RT @TimothyDSnyder: Russia has a hunger plan. Vladimir Putin is preparing to starve much of the developing world as the next stage in his w…,2022-06-13 14:12:12,en,29255,0,0,0,https://pbs.twimg.com/profile_images/943044152228499457/663mast9_normal.jpg,1,,2
